member_casual,rideable_type,day_of_week,month,hour_of_day,total_rides,avg_ride_length_minutes
member,classic_bike,6,4,2,17,10.12
casual,classic_bike,1,6,6,148,24.11
member,electric_bike,3,6,4,37,7.38
member,classic_bike,4,7,2,25,13.36
member,classic_bike,3,8,1,21,6.86
member,classic_bike,4,8,4,30,13.8
casual,electric_bike,3,12,5,33,5.03
casual,classic_bike,1,12,0,29,16.9
casual,classic_bike,6,1,11,37,35.78
member,electric_bike,1,1,23,23,8.22
casual,classic_bike,2,1,10,24,21.75
member,electric_bike,1,3,23,85,8.84
member,classic_bike,2,3,0,45,7.4
casual,electric_bike,5,3,0,31,7.52
casual,classic_bike,1,5,5,34,38.88
casual,classic_bike,1,6,5,72,36.71
casual,classic_bike,5,6,1,58,55.53
member,classic_bike,3,6,1,37,15.73
member,electric_bike,2,6,1,76,8.64
casual,classic_bike,5,9,0,84,23.63
member,electric_bike,5,9,3,15,11.0
member,electric_bike,5,10,4,44,7.5
casual,classic_bike,7,12,2,22,36.73
casual,classic_bike,6,1,18,76,15.99
casual,electric_bike,5,1,22,49,9.43
member,classic_bike,1,1,8,129,10.15
casual,electric_bike,1,1,16,58,9.26
casual,classic_bike,5,2,22,30,14.03
casual,electric_bike,3,2,2,8,5.88
casual,classic_bike,6,2,0,17,12.35
casual,classic_bike,1,4,3,41,10.07
casual,electric_bike,4,4,3,16,8.31
casual,classic_bike,1,7,7,162,42.42
member,electric_bike,4,7,1,55,14.75
casual,classic_bike,1,9,3,61,17.89
member,electric_bike,4,12,2,9,19.67
casual,classic_bike,7,1,11,71,27.41
casual,classic_bike,1,1,4,7,12.14
member,classic_bike,4,1,23,39,10.08
member,electric_bike,5,2,1,10,6.0
casual,classic_bike,3,2,16,100,16.68
casual,classic_bike,3,4,3,16,40.19
member,classic_bike,2,5,2,20,10.45
casual,electric_bike,5,6,2,42,12.19
casual,classic_bike,1,6,7,240,36.53
casual,classic_bike,4,8,0,82,35.57
casual,electric_bike,4,9,1,44,12.32
member,electric_bike,5,10,2,24,8.58
casual,classic_bike,6,10,5,43,9.67
member,electric_bike,3,10,0,40,9.75
casual,electric_bike,7,12,3,23,11.39
casual,classic_bike,7,12,21,37,10.54
member,electric_bike,4,7,3,27,20.52
casual,classic_bike,7,1,20,37,9.46
casual,classic_bike,2,4,2,16,50.88
casual,classic_bike,5,5,3,9,13.11
member,classic_bike,2,8,2,13,8.77
member,classic_bike,5,12,5,52,9.27
casual,classic_bike,3,12,0,20,10.8
member,electric_bike,7,3,2,61,9.87
casual,classic_bike,1,11,20,70,21.16
member,classic_bike,3,5,1,29,18.48
casual,electric_bike,4,11,5,52,6.1
casual,classic_bike,2,1,13,44,33.36
casual,classic_bike,7,1,8,30,11.9
casual,classic_bike,4,3,1,11,15.0
member,classic_bike,7,12,5,21,14.14
casual,classic_bike,3,2,15,88,20.0
member,classic_bike,1,3,5,24,13.75
member,classic_bike,6,10,3,25,10.64
casual,electric_bike,2,10,4,29,8.79
casual,classic_bike,2,9,4,29,41.66
member,electric_bike,6,1,4,16,6.69
casual,classic_bike,6,2,12,78,27.97
casual,classic_bike,7,6,3,82,32.09
casual,classic_bike,3,9,1,67,20.54
casual,electric_bike,5,11,4,23,9.96
casual,electric_bike,7,1,23,58,8.48
casual,electric_bike,6,3,0,70,9.13
casual,classic_bike,2,12,8,36,13.03
casual,classic_bike,2,10,3,16,106.12
member,classic_bike,1,11,3,30,13.6
casual,classic_bike,1,8,5,77,39.12
member,electric_bike,5,3,2,14,19.07
member,classic_bike,6,2,2,12,11.42
member,electric_bike,2,11,1,22,15.41
casual,classic_bike,3,12,19,45,17.02
member,electric_bike,3,5,4,32,8.31
casual,classic_bike,5,12,2,4,14.5
casual,electric_bike,7,6,4,54,13.89
casual,classic_bike,5,11,1,29,17.48
casual,classic_bike,6,2,22,22,13.41
casual,electric_bike,3,4,2,35,13.09
member,classic_bike,7,9,4,19,12.68
casual,classic_bike,6,2,23,15,27.67
casual,classic_bike,4,9,2,16,84.37
casual,classic_bike,5,8,3,19,28.79
member,classic_bike,6,1,1,11,13.36
casual,electric_bike,2,3,4,14,7.14
member,electric_bike,2,12,2,11,7.82
casual,electric_bike,2,2,1,11,6.18
member,electric_bike,4,2,0,24,8.92
member,classic_bike,5,3,1,14,13.43
member,classic_bike,5,4,4,24,11.25
member,electric_bike,3,5,2,21,9.0
member,classic_bike,2,6,2,28,10.32
casual,electric_bike,7,9,5,51,12.14
member,electric_bike,3,11,4,32,5.78
casual,electric_bike,3,12,6,42,4.98
casual,electric_bike,5,1,23,37,8.0
casual,electric_bike,5,1,0,21,6.19
casual,electric_bike,2,1,21,30,8.53
casual,electric_bike,1,2,4,14,5.43
casual,electric_bike,7,4,5,12,8.83
member,electric_bike,5,4,3,19,10.32
casual,classic_bike,6,5,3,19,12.79
casual,classic_bike,1,7,5,58,55.5
member,classic_bike,3,12,2,7,8.86
casual,electric_bike,1,12,5,6,5.33
casual,electric_bike,6,1,0,25,6.16
member,classic_bike,2,1,0,10,11.4
casual,classic_bike,4,2,2,3,4.33
casual,classic_bike,7,2,23,27,11.67
casual,classic_bike,1,3,4,20,31.2
casual,classic_bike,6,7,3,36,13.17
casual,electric_bike,1,12,8,13,5.08
casual,classic_bike,2,12,7,28,32.25
member,classic_bike,1,12,2,21,13.57
casual,classic_bike,1,1,2,16,12.19
casual,electric_bike,4,1,4,9,8.89
member,electric_bike,4,6,3,9,9.56
casual,classic_bike,6,6,3,29,15.72
casual,classic_bike,4,10,1,37,12.81
casual,classic_bike,2,12,5,10,8.0
casual,electric_bike,5,12,3,8,9.5
casual,classic_bike,3,2,13,55,20.13
casual,classic_bike,7,5,3,40,42.38
member,electric_bike,1,5,4,22,9.45
member,electric_bike,2,5,3,23,8.09
member,classic_bike,4,11,4,24,7.92
casual,classic_bike,1,1,9,19,11.84
casual,electric_bike,1,1,3,14,9.29
member,classic_bike,5,2,2,4,7.5
casual,electric_bike,1,2,2,32,5.97
casual,classic_bike,7,3,5,9,7.44
casual,classic_bike,7,3,6,25,19.6
casual,electric_bike,2,4,3,12,10.58
casual,classic_bike,4,10,3,11,15.09
member,classic_bike,4,12,1,12,8.17
member,electric_bike,6,1,2,19,6.42
casual,classic_bike,2,2,9,50,27.86
member,electric_bike,4,5,3,18,11.5
casual,classic_bike,2,1,14,28,15.29
member,classic_bike,1,12,4,4,5.75
casual,classic_bike,7,1,6,7,8.14
casual,electric_bike,7,5,4,33,15.06
casual,classic_bike,5,7,3,25,53.76
casual,classic_bike,3,9,3,14,13.0
member,electric_bike,7,1,4,11,8.0
member,classic_bike,5,10,3,12,12.58
casual,classic_bike,4,2,4,2,9.5
member,classic_bike,7,3,3,21,8.86
member,electric_bike,5,2,3,5,9.4
casual,electric_bike,1,12,6,8,9.13
casual,classic_bike,3,2,3,3,258.0
member,electric_bike,2,7,3,23,15.13
member,classic_bike,5,1,3,4,2.75
member,classic_bike,7,2,4,4,15.0
casual,classic_bike,2,3,3,6,21.5
casual,electric_bike,6,12,1,11,6.36
casual,classic_bike,3,1,21,20,6.0
casual,electric_bike,4,2,1,9,3.44
casual,classic_bike,6,11,3,10,66.1
casual,classic_bike,2,1,1,5,220.2
casual,electric_bike,3,2,4,9,6.44
member,electric_bike,1,2,5,12,4.58
member,classic_bike,4,12,3,4,7.0
member,classic_bike,4,5,2,15,7.73
member,classic_bike,5,3,3,4,5.0
member,electric_bike,3,6,2,15,12.0
member,electric_bike,2,11,3,11,10.55
member,electric_bike,1,12,3,18,6.83
casual,classic_bike,6,3,5,8,88.88
casual,classic_bike,1,2,3,6,8.17
casual,classic_bike,2,4,4,13,25.31
member,classic_bike,3,5,3,8,13.13
casual,classic_bike,3,3,4,14,15.29
casual,classic_bike,5,2,23,20,59.9
member,classic_bike,6,3,3,8,11.13
casual,classic_bike,5,1,6,19,7.37
member,electric_bike,3,11,2,12,14.92
casual,classic_bike,6,12,2,6,11.5
casual,classic_bike,2,1,3,3,8.33
casual,classic_bike,4,9,4,7,70.86
casual,classic_bike,7,12,4,14,41.0
casual,electric_bike,6,12,3,9,7.0
casual,electric_bike,2,2,3,13,7.77
casual,classic_bike,3,3,2,5,30.0
casual,classic_bike,4,3,3,10,10.6
member,electric_bike,6,2,3,13,8.15
member,electric_bike,5,1,2,2,6.0
member,electric_bike,6,3,2,14,7.07
casual,classic_bike,6,1,5,5,9.0
casual,electric_bike,4,3,2,13,4.54
casual,classic_bike,2,2,4,5,17.8
member,classic_bike,2,12,3,3,8.0
casual,classic_bike,5,3,5,8,8.13
casual,classic_bike,3,10,4,6,91.67
member,electric_bike,3,12,3,3,36.0
casual,electric_bike,3,1,3,3,10.33
casual,classic_bike,5,2,0,2,12.0
casual,classic_bike,6,12,4,4,9.25
casual,classic_bike,3,2,1,2,6.5
casual,classic_bike,5,12,4,3,15.67
casual,classic_bike,7,1,5,2,6.0
casual,classic_bike,2,2,2,1,5.0
member,classic_bike,4,1,21,186,8.55
member,classic_bike,5,1,17,904,10.96
member,electric_bike,6,1,11,282,9.93
member,classic_bike,6,1,12,338,9.81
member,electric_bike,7,1,8,162,7.46
member,electric_bike,2,1,15,358,8.99
member,electric_bike,5,1,11,323,9.98
member,classic_bike,6,1,19,329,10.32
member,classic_bike,1,1,10,257,9.1
member,classic_bike,1,1,13,309,10.5
member,electric_bike,2,1,13,256,6.54
member,classic_bike,3,1,10,227,7.82
member,classic_bike,3,1,13,292,8.98
member,electric_bike,4,1,13,370,7.07
member,electric_bike,4,1,15,503,8.37
member,electric_bike,5,1,7,802,7.72
member,electric_bike,5,1,18,560,8.23
member,electric_bike,6,1,6,304,6.96
member,electric_bike,6,1,20,177,8.08
member,electric_bike,7,1,11,307,8.32
casual,electric_bike,7,1,21,58,10.76
member,electric_bike,2,1,16,588,9.35
member,electric_bike,5,1,8,992,7.91
member,electric_bike,6,1,8,448,7.51
casual,electric_bike,6,1,9,60,7.77
member,classic_bike,6,1,17,674,12.1
casual,classic_bike,7,1,15,99,18.83
member,electric_bike,1,1,9,155,7.32
member,classic_bike,1,1,14,303,10.96
member,electric_bike,3,1,9,251,7.34
casual,electric_bike,3,1,12,55,12.64
member,electric_bike,4,1,14,373,7.17
member,electric_bike,4,1,16,879,9.76
member,electric_bike,1,2,10,260,7.77
member,classic_bike,2,2,13,355,10.34
member,electric_bike,3,2,10,216,12.17
member,electric_bike,5,2,23,88,8.45
member,classic_bike,6,2,8,468,10.82
member,electric_bike,6,2,12,381,7.9
member,electric_bike,6,2,17,718,9.07
casual,electric_bike,7,2,10,94,7.04
member,classic_bike,2,2,15,469,10.45
member,classic_bike,2,2,16,713,10.82
member,electric_bike,3,2,16,923,9.29
member,electric_bike,5,2,17,944,9.41
member,electric_bike,2,2,21,186,8.05
member,classic_bike,3,2,9,480,9.72
member,classic_bike,4,2,15,388,10.11
member,classic_bike,6,2,6,180,10.04
member,classic_bike,6,2,18,436,12.31
member,electric_bike,6,2,19,277,8.71
casual,classic_bike,1,2,12,105,25.63
member,classic_bike,2,2,10,264,8.82
member,electric_bike,3,2,14,309,7.74
member,classic_bike,3,2,21,166,9.57
member,classic_bike,4,2,13,285,8.85
member,classic_bike,5,2,6,194,8.46
member,classic_bike,5,2,8,653,9.99
member,electric_bike,5,2,12,320,7.32
casual,electric_bike,5,2,16,217,9.11
member,classic_bike,5,2,18,563,9.37
member,classic_bike,6,2,5,79,10.25
member,classic_bike,6,2,7,353,9.84
member,electric_bike,7,3,8,404,9.83
member,classic_bike,7,3,17,749,11.81
member,classic_bike,1,3,13,880,13.58
member,electric_bike,2,3,15,873,10.31
member,classic_bike,4,3,9,610,10.02
casual,electric_bike,4,3,11,130,10.95
member,electric_bike,4,3,16,998,9.26
casual,electric_bike,4,3,18,197,8.75
member,electric_bike,5,3,6,395,7.59
member,electric_bike,5,3,11,328,8.77
member,electric_bike,5,3,18,835,9.63
casual,electric_bike,6,3,9,164,9.29
member,classic_bike,6,3,12,638,11.56
member,electric_bike,7,3,20,251,8.92
member,classic_bike,1,3,1,61,14.34
member,classic_bike,1,3,10,582,11.26
casual,classic_bike,1,3,11,329,25.66
member,electric_bike,4,3,13,323,7.82
member,electric_bike,4,3,14,392,8.12
member,electric_bike,4,3,15,515,8.37
member,electric_bike,5,3,5,117,5.66
member,electric_bike,5,3,8,1009,8.43
casual,classic_bike,5,3,14,196,19.28
member,electric_bike,6,3,7,637,8.62
member,electric_bike,6,3,8,825,8.31
member,electric_bike,7,3,5,19,8.37
member,electric_bike,7,3,6,125,10.86
member,electric_bike,7,3,11,639,10.68
casual,classic_bike,7,3,13,927,31.69
casual,classic_bike,7,3,16,846,27.8
casual,electric_bike,7,3,21,181,13.56
member,classic_bike,2,3,9,651,9.38
member,electric_bike,3,3,9,487,8.24
casual,electric_bike,3,3,19,164,11.1
member,electric_bike,4,3,10,306,9.48
member,classic_bike,5,3,12,571,9.9
member,classic_bike,5,3,17,1448,11.84
casual,classic_bike,1,3,7,61,31.3
casual,electric_bike,1,3,12,339,14.54
casual,electric_bike,2,3,8,202,7.57
member,electric_bike,2,3,13,496,8.23
member,electric_bike,4,3,1,23,8.35
casual,classic_bike,4,3,12,140,18.08
casual,classic_bike,5,3,16,257,32.23
member,electric_bike,6,3,11,457,10.26
casual,classic_bike,6,3,13,511,30.01
member,electric_bike,7,3,7,223,7.81
member,classic_bike,7,3,12,1048,13.09
member,electric_bike,7,3,18,528,9.62
member,electric_bike,3,4,15,1098,10.17
member,electric_bike,3,4,16,1927,10.64
casual,classic_bike,3,4,17,749,30.83
member,classic_bike,4,4,16,1630,11.84
member,classic_bike,5,4,11,643,10.44
member,electric_bike,5,4,17,1531,10.83
member,classic_bike,5,4,18,1217,11.32
member,electric_bike,5,4,19,661,9.26
member,classic_bike,6,4,7,783,10.85
member,classic_bike,6,4,8,990,11.47
member,classic_bike,6,4,11,731,10.92
member,electric_bike,7,4,17,597,12.72
member,electric_bike,1,4,1,114,8.96
member,electric_bike,1,4,10,500,9.41
casual,electric_bike,1,4,18,395,16.3
member,electric_bike,2,4,9,508,8.81
member,classic_bike,2,4,16,1440,12.88
member,electric_bike,3,4,10,434,9.63
member,classic_bike,4,4,10,568,12.94
member,classic_bike,4,4,15,1001,10.95
member,electric_bike,5,4,22,225,7.94
member,electric_bike,6,4,22,213,9.9
member,electric_bike,7,4,12,646,10.88
casual,electric_bike,7,4,15,534,16.19
member,classic_bike,7,4,18,825,12.62
member,classic_bike,7,4,20,362,11.27
member,electric_bike,3,4,14,710,9.24
casual,classic_bike,3,4,23,71,32.73
member,classic_bike,5,4,5,143,13.03
member,electric_bike,5,4,12,527,9.6
member,classic_bike,6,4,18,1010,12.42
member,classic_bike,7,4,11,891,12.26
member,electric_bike,7,4,22,232,9.66
member,classic_bike,2,4,15,938,12.25
member,electric_bike,4,4,2,10,4.7
member,electric_bike,5,4,0,68,8.18
member,classic_bike,5,4,7,1078,11.38
member,classic_bike,5,4,8,1417,10.75
member,classic_bike,5,4,20,493,11.28
member,classic_bike,6,4,5,138,10.29
casual,electric_bike,6,4,16,546,14.21
member,electric_bike,7,4,0,116,8.18
casual,classic_bike,1,4,12,654,32.0
member,electric_bike,1,4,15,510,10.69
casual,classic_bike,2,4,5,29,10.52
member,classic_bike,2,4,13,628,12.86
member,classic_bike,3,4,9,943,8.83
casual,classic_bike,5,5,0,64,30.36
casual,electric_bike,5,5,6,191,6.6
member,classic_bike,5,5,9,1053,10.79
member,electric_bike,5,5,13,785,8.7
member,electric_bike,5,5,16,2107,11.19
member,classic_bike,5,5,21,617,12.74
member,electric_bike,6,5,13,931,10.59
member,electric_bike,6,5,16,1774,10.9
member,electric_bike,1,5,7,165,11.23
member,classic_bike,1,5,12,992,13.35
member,classic_bike,2,5,11,689,11.75
member,electric_bike,2,5,12,613,10.26
member,electric_bike,2,5,17,1485,10.29
member,classic_bike,2,5,20,533,11.33
member,electric_bike,3,5,6,620,8.97
member,electric_bike,3,5,8,1275,9.55
member,classic_bike,3,5,12,709,11.12
member,electric_bike,3,5,18,1107,11.12
member,classic_bike,3,5,23,131,11.0
member,classic_bike,4,5,6,573,10.88
member,classic_bike,4,5,7,1126,11.6
member,classic_bike,4,5,8,1373,11.28
member,classic_bike,4,5,11,603,10.52
member,electric_bike,4,5,17,1805,11.24
member,classic_bike,4,5,18,1601,13.85
member,electric_bike,4,5,23,117,9.6
member,electric_bike,5,5,10,492,9.35
member,electric_bike,7,5,13,919,12.23
casual,classic_bike,7,5,19,845,30.76
member,electric_bike,1,5,18,534,11.36
member,classic_bike,1,5,19,566,17.32
casual,electric_bike,2,5,13,430,20.07
member,classic_bike,2,5,18,1363,12.58
member,electric_bike,3,5,5,185,6.5
casual,electric_bike,3,5,9,190,10.77
casual,classic_bike,3,5,16,602,25.1
member,classic_bike,3,5,17,2326,15.09
member,classic_bike,3,5,19,1139,13.1
casual,classic_bike,4,5,9,183,24.38
member,electric_bike,5,5,1,37,7.41
casual,classic_bike,5,5,17,1035,26.95
member,classic_bike,6,5,9,918,11.5
casual,classic_bike,6,5,12,905,33.58
member,electric_bike,7,5,3,42,9.43
member,classic_bike,7,5,9,995,13.53
member,electric_bike,7,5,10,803,10.99
casual,classic_bike,1,5,16,1077,32.98
member,classic_bike,2,5,5,126,17.7
member,classic_bike,2,5,6,419,11.45
member,classic_bike,2,5,7,836,11.86
member,electric_bike,5,5,15,1327,10.24
casual,electric_bike,6,5,8,370,10.29
member,electric_bike,6,5,14,1007,10.8
member,classic_bike,6,5,21,493,12.11
member,electric_bike,7,5,14,911,11.83
member,classic_bike,1,5,22,141,14.57
member,classic_bike,3,5,22,300,11.01
member,electric_bike,5,5,14,823,10.57
member,electric_bike,7,5,15,890,11.97
member,electric_bike,7,5,16,965,13.07
member,electric_bike,1,6,11,956,13.27
casual,classic_bike,1,6,14,2110,33.81
member,electric_bike,1,6,20,632,12.2
member,classic_bike,2,6,5,333,12.93
casual,electric_bike,2,6,16,1094,15.69
member,classic_bike,2,6,18,2692,14.21
member,classic_bike,2,6,20,1374,13.61
casual,classic_bike,3,6,10,427,34.48
member,electric_bike,3,6,11,503,10.03
member,electric_bike,4,6,19,650,12.31
casual,classic_bike,5,6,17,1471,25.71
member,classic_bike,6,6,9,879,11.59
casual,classic_bike,6,6,17,1456,27.01
casual,electric_bike,6,6,18,1066,16.63
member,electric_bike,7,6,13,851,13.39
member,electric_bike,7,6,14,868,13.17
casual,electric_bike,7,6,18,1119,18.91
casual,classic_bike,7,6,19,1290,33.23
member,classic_bike,1,6,0,293,12.98
member,classic_bike,1,6,12,1620,15.32
casual,classic_bike,1,6,13,1886,34.11
member,classic_bike,2,6,6,904,11.78
member,classic_bike,2,6,8,2041,11.22
member,classic_bike,2,6,11,951,11.6
member,electric_bike,2,6,12,783,11.09
member,electric_bike,3,6,6,855,9.93
casual,classic_bike,3,6,13,592,31.92
member,classic_bike,3,6,17,3022,14.2
casual,electric_bike,4,6,14,348,15.76
member,electric_bike,4,6,17,1706,11.63
member,classic_bike,4,6,18,1720,13.43
casual,electric_bike,5,6,11,544,20.08
member,electric_bike,5,6,15,1116,12.08
casual,classic_bike,7,6,12,2003,32.52
member,electric_bike,7,6,16,976,14.13
casual,classic_bike,1,6,16,1667,28.81
member,classic_bike,1,6,19,1029,14.43
member,classic_bike,1,6,23,178,14.2
casual,electric_bike,2,6,15,741,16.97
member,electric_bike,3,6,7,1499,9.34
member,classic_bike,3,6,12,937,11.93
member,electric_bike,3,6,20,622,11.43
member,classic_bike,4,6,7,1188,11.99
member,classic_bike,4,6,11,745,12.43
member,electric_bike,5,6,13,691,10.77
casual,electric_bike,6,6,8,383,11.69
member,electric_bike,6,6,15,1111,11.02
member,classic_bike,7,6,9,1009,14.45
casual,classic_bike,7,6,22,869,24.59
member,electric_bike,1,6,5,77,12.32
member,electric_bike,1,6,7,254,11.63
member,classic_bike,1,6,17,1430,14.58
member,electric_bike,1,6,18,886,12.27
member,classic_bike,3,6,19,1624,14.49
member,classic_bike,3,6,23,179,19.26
casual,electric_bike,4,6,16,791,12.96
member,classic_bike,4,6,20,917,15.72
casual,electric_bike,5,6,5,77,8.58
member,classic_bike,5,6,9,928,11.41
member,electric_bike,5,6,16,1790,11.37
member,classic_bike,5,6,21,713,13.32
casual,classic_bike,6,6,12,843,34.06
member,electric_bike,6,6,13,720,10.21
member,electric_bike,6,6,16,1484,11.8
casual,classic_bike,6,6,23,639,21.99
member,electric_bike,7,6,10,874,12.32
member,electric_bike,7,6,15,898,12.68
casual,classic_bike,7,6,17,1852,32.02
casual,classic_bike,1,6,15,1993,32.84
casual,electric_bike,1,6,21,423,15.43
member,classic_bike,1,6,22,321,14.32
casual,electric_bike,2,6,14,659,17.67
member,electric_bike,2,6,23,184,11.94
member,electric_bike,3,7,7,2069,9.88
casual,classic_bike,3,7,10,559,37.7
member,classic_bike,3,7,17,3622,13.96
member,classic_bike,4,7,6,1019,12.64
member,classic_bike,4,7,7,2152,12.81
casual,electric_bike,4,7,14,693,17.0
casual,electric_bike,4,7,16,1159,13.6
member,classic_bike,4,7,18,2667,14.05
member,electric_bike,4,7,19,1213,11.31
member,electric_bike,5,7,13,1025,10.7
member,electric_bike,5,7,15,1366,11.0
casual,classic_bike,5,7,17,1560,26.53
casual,classic_bike,6,7,12,931,36.89
casual,classic_bike,6,7,17,1568,35.45
casual,electric_bike,6,7,18,1246,16.98
casual,classic_bike,6,7,22,587,26.4
member,classic_bike,7,7,9,960,15.14
member,electric_bike,7,7,15,902,13.39
casual,classic_bike,7,7,17,1576,37.59
casual,electric_bike,7,7,18,1199,18.07
casual,electric_bike,7,7,20,875,17.07
member,electric_bike,1,7,7,201,10.86
casual,classic_bike,1,7,15,1577,33.28
casual,classic_bike,1,7,16,1373,30.32
member,classic_bike,2,7,5,235,20.1
member,classic_bike,2,7,7,1442,12.63
member,classic_bike,2,7,8,1685,12.03
member,classic_bike,2,7,18,2368,16.06
member,classic_bike,2,7,20,1213,15.47
member,electric_bike,3,7,5,327,8.46
member,electric_bike,3,7,6,1139,9.63
member,electric_bike,3,7,18,1931,12.04
member,classic_bike,3,7,19,2232,14.61
member,classic_bike,4,7,11,1088,11.54
member,electric_bike,4,7,12,997,10.12
casual,electric_bike,4,7,15,833,15.63
member,classic_bike,5,7,4,69,12.84
member,classic_bike,5,7,9,1250,11.23
casual,classic_bike,7,7,0,405,27.29
member,electric_bike,7,7,14,795,12.84
casual,classic_bike,7,7,19,1404,32.72
member,electric_bike,1,7,8,333,9.34
casual,classic_bike,1,7,10,886,34.59
member,classic_bike,1,7,17,1159,15.62
member,electric_bike,1,7,18,860,12.67
member,classic_bike,2,7,6,696,14.34
member,electric_bike,2,7,12,550,10.44
casual,classic_bike,2,7,21,454,22.63
member,electric_bike,3,7,8,2262,10.08
member,electric_bike,3,7,11,729,11.01
member,classic_bike,3,7,12,1240,12.34
member,classic_bike,4,7,8,2378,12.33
casual,classic_bike,4,7,9,530,33.29
casual,electric_bike,5,7,20,610,15.28
member,electric_bike,6,7,13,772,11.56
member,electric_bike,6,7,15,1103,12.13
casual,electric_bike,7,7,6,162,13.59
member,electric_bike,7,7,10,744,12.74
casual,classic_bike,1,7,14,1552,35.23
member,classic_bike,2,7,11,791,12.84
member,electric_bike,2,7,17,2276,11.67
casual,electric_bike,3,7,21,718,15.29
member,electric_bike,4,7,17,2797,12.13
casual,classic_bike,4,7,21,830,21.46
member,electric_bike,4,7,22,498,11.34
casual,electric_bike,5,7,7,573,9.33
casual,classic_bike,6,7,0,177,31.27
member,electric_bike,6,7,10,476,11.78
member,electric_bike,6,7,16,1497,12.49
casual,electric_bike,6,7,20,776,17.91
member,electric_bike,7,7,16,948,13.59
casual,classic_bike,7,7,22,1008,24.98
member,electric_bike,1,7,11,891,12.32
member,classic_bike,1,7,12,1317,16.79
member,classic_bike,1,7,19,1041,15.9
casual,electric_bike,2,7,14,642,21.01
casual,electric_bike,2,7,16,1052,16.43
member,electric_bike,2,7,19,1043,11.76
casual,classic_bike,3,7,14,827,33.08
member,electric_bike,3,7,20,991,12.4
casual,classic_bike,4,7,4,30,16.37
member,classic_bike,4,7,20,1355,14.36
member,electric_bike,5,7,16,2317,11.88
casual,classic_bike,5,7,19,1098,25.46
casual,electric_bike,6,8,6,273,8.85
member,electric_bike,6,8,13,1329,11.73
member,electric_bike,6,8,15,1703,11.83
member,classic_bike,7,8,9,1453,13.4
member,electric_bike,7,8,10,1243,12.64
casual,classic_bike,7,8,12,2726,33.69
member,electric_bike,7,8,14,1242,13.31
member,electric_bike,7,8,16,1303,13.34
casual,classic_bike,7,8,17,2082,32.18
casual,electric_bike,1,8,2,260,14.15
casual,classic_bike,1,8,16,2471,31.95
member,classic_bike,1,8,17,1841,15.35
casual,electric_bike,1,8,21,589,16.31
casual,electric_bike,2,8,1,131,14.2
member,classic_bike,2,8,7,1524,11.92
member,electric_bike,2,8,12,684,10.83
casual,electric_bike,2,8,15,743,17.9
member,electric_bike,2,8,17,2284,10.99
member,electric_bike,3,8,7,1699,9.36
member,electric_bike,3,8,8,1637,9.92
casual,classic_bike,3,8,14,500,31.95
member,classic_bike,3,8,17,2437,15.23
member,electric_bike,3,8,20,637,11.8
member,classic_bike,4,8,7,1788,11.62
member,classic_bike,4,8,8,1998,10.98
member,electric_bike,4,8,12,754,11.07
member,classic_bike,4,8,20,1197,14.49
casual,classic_bike,4,8,21,690,20.64
casual,classic_bike,5,8,19,991,26.99
member,electric_bike,6,8,10,821,10.7
member,electric_bike,6,8,14,1307,11.83
casual,electric_bike,6,8,18,1453,15.37
casual,classic_bike,6,8,22,700,23.23
member,classic_bike,7,8,2,131,21.28
casual,electric_bike,7,8,11,1559,21.57
casual,electric_bike,7,8,18,1223,19.13
member,classic_bike,7,8,21,720,14.91
casual,classic_bike,7,8,22,1144,30.61
casual,classic_bike,1,8,15,2377,32.31
member,electric_bike,1,8,20,684,12.39
member,classic_bike,2,8,8,1741,10.69
casual,classic_bike,2,8,9,371,31.34
member,electric_bike,2,8,19,854,10.4
member,electric_bike,3,8,18,1445,12.03
member,classic_bike,3,8,19,1546,14.91
casual,electric_bike,4,8,15,801,17.08
casual,electric_bike,4,8,16,1108,14.87
member,electric_bike,4,8,17,2583,12.75
member,electric_bike,4,8,19,1026,12.44
member,electric_bike,5,8,16,2265,12.3
casual,electric_bike,6,8,11,984,20.36
casual,classic_bike,6,8,12,1255,35.76
casual,electric_bike,6,8,20,848,16.46
casual,classic_bike,1,8,10,1583,38.8
member,classic_bike,1,8,12,1851,15.33
casual,electric_bike,2,8,13,621,20.8
member,classic_bike,2,8,20,862,12.26
member,electric_bike,3,8,5,243,7.52
member,classic_bike,4,8,11,914,11.83
casual,electric_bike,5,8,6,217,8.05
member,electric_bike,5,8,15,1262,11.67
casual,classic_bike,5,8,23,381,31.9
casual,classic_bike,6,8,17,1710,23.29
member,classic_bike,6,8,21,792,13.42
casual,classic_bike,7,8,19,1301,30.08
casual,classic_bike,1,8,1,424,24.47
member,electric_bike,1,8,7,295,15.74
casual,classic_bike,1,8,13,2430,32.56
casual,classic_bike,1,8,14,2398,34.69
member,electric_bike,1,8,18,1144,13.78
member,classic_bike,1,8,19,1215,17.21
member,classic_bike,2,8,6,715,10.21
member,electric_bike,3,8,6,853,9.69
member,classic_bike,4,8,5,306,11.87
member,classic_bike,4,8,18,2547,13.4
member,electric_bike,4,8,22,430,12.41
member,classic_bike,5,8,9,1068,10.83
member,electric_bike,5,8,10,514,11.22
member,classic_bike,5,8,21,726,16.27
casual,classic_bike,6,8,0,252,18.37
casual,electric_bike,7,8,5,86,14.05
member,classic_bike,2,9,14,1360,13.15
member,classic_bike,2,9,15,1726,13.25
member,classic_bike,2,9,16,2534,14.1
